uuid_des_sidejobs,Begriff-ID,UUID des Begriffs,begriff
8dafcf49-8481-4182-8657-2c7433f70f61,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
8ddb82cd-e71f-42dc-bf06-78f6b514f298,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
8de74b71-b7e9-4780-9bec-f827398277fb,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
8df01cc8-fd34-4c58-96dd-4bd68bab05ee,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
8e0375b8-f71c-4f95-9841-198b9b2af3d8,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
8e31b895-a5f4-4494-a700-d22b06e82bf2,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
8e923a04-c265-44e2-9ce2-b79c56c2315c,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
8e924a77-94f2-440a-8b87-eb2c1f72062f,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
8eb4ddd2-ce99-412a-bb39-c78700e39c0f,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
8ee43a96-df9e-494f-9cf6-d05770a29b17,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
8f134829-5fcb-4da0-8be9-837e6424df8d,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
8f1c87ea-b0ab-4bb6-b0ff-be662289e4fa,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
8f45035f-1035-4195-b144-a5fdf904291e,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
8f628387-3091-47db-b810-91eb3538f224,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
8f921551-fae6-45c8-bf98-fe1a25ee008d,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
8f9d87dc-60d1-4991-889f-0bcc2c68c6c7,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
8fe0b3a8-a96e-4d81-9ca6-4975065aa9f0,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
8fec5533-1b72-4cfd-abad-be03193d1ea6,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
8ff7622d-1ea6-49c2-9371-2d29ab696388,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
8ff86592-ec90-4b93-bd10-6ee0fa0bfb66,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
90013713-9bb3-4b78-af37-192be218be70,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
901d1fe2-d513-44b0-a665-88cf690e6f81,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9035d5d6-5e77-4ea1-b197-4f172f958571,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
905e96b6-5580-4c44-a3b4-7945e02a9c4a,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
90786245-b911-4c2e-a657-07a587464dd6,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
907ac2d8-2ae2-4ae1-bfe3-83e7bb101da8,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
90a471c9-2d56-4367-9056-cd7ef7d1af91,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
90af233c-52d1-4c7d-819b-ad81c4b2cb9d,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
90c4b5f6-5bbb-4260-ba46-fd3fa551f647,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
90c54cec-ed97-4b6a-9c54-5edc2ba1f893,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
9119bf42-2c4b-43c8-9f46-2cb0f65a4155,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9129d085-ef24-4a95-9aff-c78c5435523e,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
914367b3-dd0a-4f9f-9991-f8de3d827fb2,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
91545930-4efc-46cb-8fd6-0729936c3f55,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
917c5ef9-68b4-4a3a-ac2f-32ea66c0a808,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
91a45bb4-983c-4c6b-a2da-834c286a9e10,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
91db354e-cf61-4b24-80c6-8f25cf24412f,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
91e35890-45f6-4195-b813-e57131556448,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
91f820de-644f-441f-9af5-179f29bc4ca4,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
92628e85-13b6-4a21-8c13-7a254b374eba,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
92666b28-9216-4ad6-9d08-d5de11a78019,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
928858d3-ab49-4614-8d25-1bd9406dbfbf,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
92abbd2b-2121-4ad6-90ea-14fab77b5c19,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
92ae0eac-8c7e-448d-9b6b-65ab11f903e4,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
92bf530e-e93e-4c3a-bf3f-f4fa9288e59c,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
92cea34e-35ea-4e1a-beac-79afc97711e9,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
92d2b29f-47ab-4fe7-ab82-62807a0e7108,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
92d75f9e-f5bd-4173-a53b-40d51418f1ae,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
92ebfb74-c91b-4543-b818-c507d5f2bee0,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9301df23-bacf-4078-8ed4-f5401ca8d3d6,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
9310edb3-fd07-460e-8aef-77fc4f009807,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
939848fd-d3ac-45a6-81ef-d39522f80083,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
93c6b503-732b-439e-a083-4d1f9c09af68,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
93f16d5e-bf0f-4971-8791-dda33385ab4e,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
940d0e38-6d0e-4b2f-bba1-74e485ece699,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
941c3a4a-c945-48f3-9790-a0b1d0f62d4a,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
942ffea3-ba87-418f-928b-6dab0cdff82e,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9430f911-57b8-4c53-bd9c-e1957f65fccd,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
943236b7-c396-4bc9-81e8-07ad3897b11f,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9432ce80-fa20-4ec2-bb9b-a972d81eb65d,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9480b6de-62f5-43bb-a8f9-311f902f7278,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
9481a266-36ba-425f-830e-dcc4c70ed7e9,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
94882cf8-3d17-47b8-8a45-1d3e07396276,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
948cf89f-13d1-4979-befd-cad93c8d66ac,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9492ae0d-776d-48a4-9dc6-ac8d140b8659,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
94941fe0-ccee-4f3d-87c0-d323169506dc,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
94dcd7c9-5305-4525-bfc3-1976088b5827,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
94e9b875-eec9-43e1-97b8-12507f3ef4bd,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
94fc7887-61c2-4d89-b588-cc7a91728196,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
950d54d0-0994-48c9-838d-b8dba9f216ad,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
953bda01-9dd4-4561-8101-4e00b3ac9a6f,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
953f30ef-a94e-4f51-b8a8-fae085ab91ea,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
954f43d1-61f9-496e-8a5a-ee0dc302a248,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
95539df5-6854-4ffe-801c-6c85f756d4bd,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
955ede9c-fa22-41be-a0a5-c8fb750bca4a,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
956bdcfa-956f-4500-90ee-432e705ebc9c,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
95784cb2-c76b-4cda-9000-f352efd1e41b,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
95d26820-2452-4b58-9c8e-0e9ff54ccc3c,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
95eae407-078a-47bf-b579-76af98c81449,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9600e9c0-a67f-4bc6-a0e3-c5bf10b96492,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
961d257b-d982-4cac-b258-6d59b09806fb,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
96e671b2-7c49-4359-b7a7-d2d9d3c5b28a,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
9704497f-0447-4d6e-b9b5-a1cdc3ca35cf,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
97261f02-dde3-4286-9d9b-d700746751a2,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9739a70b-24f4-49ac-a1a4-a53c4049675b,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
97486c22-0453-4cd3-a8a8-d1a30531a527,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
97536371-f0e1-48e8-86cc-2d47af051857,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
9776bd9d-01fb-42f8-a351-d48a2cd8f831,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9783bfde-9d3c-47a9-af75-ae0c62692700,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9795d688-245e-4316-bb5a-ee898183c46d,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
97a49322-04e4-461a-94b0-d55f8390ba9b,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
97c97aed-60eb-4708-a8f6-09c22e960a69,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
98154f86-1e67-4a08-9321-f53b62639409,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
9836105d-3251-4347-86f0-46e1ca60f60e,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9886128f-dddc-4c5a-afa3-b3849d60f2cd,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
98970135-6d93-4df5-9e98-473d98ddfa03,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
98fa38e6-ca70-41b0-84ab-fa1ec4f7af92,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
9911f1f9-9b57-4e37-8374-e0139402cd4b,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
99707481-ca0e-4734-8106-e83bbe767301,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
998f7eb6-2da0-4310-86b1-8d062cba2d0d,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
99a68a69-2173-4830-9403-9c87633bbe10,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
99acb77d-6e5d-4c00-a2b4-aef54f4e08bc,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
99b84c69-b239-46d5-a179-d4fbcf192bf3,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
99c87ff2-6c34-403a-a994-09f85d73d297,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
99ca2cd0-566d-4765-93cf-7ae534eef15e,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
99d4effa-35ea-4b2d-890b-2561bcf64004,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
99dcbf1d-f153-4eb8-9dc1-ca136684d434,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
99df1e55-1dce-439f-afdb-a0b4d0d72238,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
99fabe8b-8a30-4467-99f8-3831568a23d1,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
9a0272f1-9e99-4eb8-a227-389567682c89,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9a4638bb-3ea0-4c02-90cf-8fad76a01d7b,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
9a581fe1-9c6f-49c2-a5ab-e085dc0be80e,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9a661110-442a-4929-98ef-06572cd1014c,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
9a821a40-cd78-47b1-8868-1bca073fac7f,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9b1be453-c506-4cd2-8e42-6d25a85aa168,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
9b258bc4-1e2b-4281-8925-d23bac448ee4,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9b497aa3-0d44-440e-aa98-37d18950d08d,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9b4f5a59-da49-4b2a-bb7d-7e21af7e8113,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9b5f0faa-9c98-48aa-8718-6bb900c34463,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
9b7f5239-1899-42c2-97ae-89fcbd5a9fba,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9bba85c6-edc2-4082-9dfe-8f65af180b82,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9be37b74-184f-4b79-ac43-ac4c9f82a4ea,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
9bf6b1b9-e264-464f-83e0-0dc2cbbd95aa,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9c0aa272-00b3-49ae-8bc2-b1c822dabe17,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9c0bfc6f-3934-4141-a85e-08ec0d696eb5,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9c373372-4c72-40cc-b892-374545042041,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9ca004ac-c073-44df-850c-a4ef6cb29156,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
9cb3cbfc-9638-4534-a27f-b4ac1b9b64ff,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9cb463e3-c335-40d9-9bd1-5eb7b00cef92,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9cd45395-215e-4737-9224-7e52c538b267,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
9ce43d17-664e-4a18-a743-bb5ab017ce24,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9d526252-b3bb-4b54-b6da-0df9bc651122,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9d888d4a-5470-492c-8f21-445870cd73b1,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9d933850-3e30-4a5e-8afa-5806b6f630e7,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9d98fc34-790c-4a80-a458-4716ec77c534,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
9dce8a46-5535-486a-8479-836a0a53027b,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
9dd7a73b-cb6d-4f3a-9dfa-71e3412a62fd,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
9dda9657-9a51-4019-935e-612fa8cc8878,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9e3680cb-2b22-4fd6-b2a7-62b35758982e,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
9e54a3b6-14f3-45a9-89e2-66ad7c4b9aa4,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
9e635892-6ae7-4a07-8c1d-1b7f61f12a5e,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9e787646-f5e8-463e-a0b2-cb38aeb24031,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
9e84b5a8-f6bb-4d48-9f56-95e1b3860ff2,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9f4f0a07-9a11-474f-bb1b-db45a34dcc9a,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
9f94bc54-2662-4228-af82-67baff6fe0b9,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9fbd05c1-20ad-4bd3-9f84-5f957c45e86c,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
9fd7daee-a7d5-466d-98ed-de9e7c73931a,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
a007f538-bdeb-4706-b0c3-5ae55d22925d,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
a0343d80-2a69-4cfd-90d6-d6aab554fe6c,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
a064eed0-899c-4ba6-96aa-14c54f3e59da,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
a07a8c61-6c58-41d5-ac9b-f5e3ec36b853,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
a09a0dff-91c7-4e60-8f68-9d469f6e7806,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
a0b53add-2760-4188-913f-0d4140a9a777,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
a0c187a8-0035-4c7c-9be9-fee501cfff5f,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
a0d31ae3-349b-4083-b6c3-4b37149d9110,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
a0d6827a-dcb6-441b-864d-b53ae1b2f372,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
a1332235-ada3-45fa-b42d-3aca9716e5b2,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
a15b2875-bceb-4ad4-b708-32e84840cb51,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
a166dc2c-f4e9-49e4-a91e-433dafabcec6,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
a16918ea-1edc-445a-9f04-3fc9cd2d2e3c,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
a16f9676-38d6-40a3-a7a3-610760e86fad,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
a1a82630-d8ef-48fa-9b01-601430258178,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
a1b0c97f-2544-4785-97b7-9fefc63933ed,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
a1d032a9-44aa-400c-a983-67434bcddab2,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
a232125c-682a-4a61-ae4c-ef759e52cd7a,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
a2358776-a87b-4b00-b71d-4f752de83a93,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
a257d88d-a4f0-462a-bff2-442925ab1e5e,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
